1.000000000000000000e+00,5.000000000000000278e-02,9.211091946857221657e-01
1.000000000000000000e+00,5.000000000000000278e-02,9.211091946857221657e-01
1.000000000000000000e+00,1.000000000000000056e-01,9.237173257133111104e-01
1.000000000000000000e+00,1.499999999999999944e-01,9.290999614536342710e-01
1.000000000000000000e+00,2.000000000000000111e-01,9.372840502179300426e-01
1.000000000000000000e+00,2.500000000000000000e-01,9.480480515342090131e-01
1.000000000000000000e+00,2.999999999999999889e-01,9.612329306785505345e-01
1.000000000000000000e+00,3.499999999999999778e-01,9.767281261824345417e-01
1.000000000000000000e+00,4.000000000000000222e-01,9.944278814921553300e-01
1.000000000000000000e+00,4.500000000000000111e-01,1.014217795706673364e+00
1.000000000000000000e+00,5.000000000000000000e-01,1.035976306353912246e+00
1.000000000000000000e+00,5.500000000000000444e-01,1.059579041489659756e+00
1.000000000000000000e+00,5.999999999999999778e-01,1.084902249296716858e+00
1.000000000000000000e+00,6.500000000000000222e-01,1.111825222144164016e+00
1.000000000000000000e+00,6.999999999999999556e-01,1.140231759763315145e+00
1.000000000000000000e+00,7.500000000000000000e-01,1.170011212924606747e+00
1.000000000000000000e+00,8.000000000000000444e-01,1.201059137426116807e+00
1.000000000000000000e+00,8.499999999999999778e-01,1.233277602065535605e+00
1.000000000000000000e+00,9.000000000000000222e-01,1.266575312468775749e+00
1.000000000000000000e+00,9.499999999999999556e-01,1.300867566134602527e+00
1.000000000000000000e+00,5.000000000000000278e-02,9.211091946857221657e-01
1.000000000000000000e+00,5.000000000000000278e-02,9.211091946857221657e-01
1.000000000000000000e+00,1.000000000000000056e-01,9.237173257133111104e-01
1.000000000000000000e+00,1.499999999999999944e-01,9.290999614536342710e-01
1.000000000000000000e+00,2.000000000000000111e-01,9.372840502179300426e-01
1.000000000000000000e+00,2.500000000000000000e-01,9.480480515342090131e-01
1.000000000000000000e+00,2.999999999999999889e-01,9.612329306785505345e-01
1.000000000000000000e+00,3.499999999999999778e-01,9.767281261824345417e-01
1.000000000000000000e+00,4.000000000000000222e-01,9.944278814921553300e-01
1.000000000000000000e+00,4.500000000000000111e-01,1.014217795706673364e+00
1.000000000000000000e+00,5.000000000000000000e-01,1.035976306353912246e+00
1.000000000000000000e+00,5.500000000000000444e-01,1.059579041489659756e+00
1.000000000000000000e+00,5.999999999999999778e-01,1.084902249296716858e+00
1.000000000000000000e+00,6.500000000000000222e-01,1.111825222144164016e+00
1.000000000000000000e+00,6.999999999999999556e-01,1.140231759763315145e+00
1.000000000000000000e+00,7.500000000000000000e-01,1.170011212924606747e+00
1.000000000000000000e+00,8.000000000000000444e-01,1.201059137426116807e+00
1.000000000000000000e+00,8.499999999999999778e-01,1.233277602065535605e+00
1.000000000000000000e+00,9.000000000000000222e-01,1.266575312468775749e+00
1.000000000000000000e+00,9.499999999999999556e-01,1.300867566134602304e+00
2.000000000000000000e+00,5.000000000000000278e-02,9.245439120380918308e-01
2.000000000000000000e+00,5.000000000000000278e-02,9.245439120380918308e-01
2.000000000000000000e+00,1.000000000000000056e-01,9.180973844274392670e-01
2.000000000000000000e+00,1.499999999999999944e-01,9.189520828758289683e-01
2.000000000000000000e+00,2.000000000000000111e-01,9.265643659656768172e-01
2.000000000000000000e+00,2.500000000000000000e-01,9.390311409034896029e-01
2.000000000000000000e+00,2.999999999999999889e-01,9.547417958107712321e-01
2.000000000000000000e+00,3.499999999999999778e-01,9.736619730180953169e-01
2.000000000000000000e+00,4.000000000000000222e-01,9.941799446351523573e-01
2.000000000000000000e+00,4.500000000000000111e-01,1.014157637310627580e+00
2.000000000000000000e+00,5.000000000000000000e-01,1.035950118937798203e+00
2.000000000000000000e+00,5.500000000000000444e-01,1.059571654668006735e+00
2.000000000000000000e+00,5.999999999999999778e-01,1.084893192797105721e+00
2.000000000000000000e+00,6.500000000000000222e-01,1.111815111052118388e+00
2.000000000000000000e+00,6.999999999999999556e-01,1.140222177682998161e+00
2.000000000000000000e+00,7.500000000000000000e-01,1.170003400418347717e+00
2.000000000000000000e+00,8.000000000000000444e-01,1.201054030223786206e+00
2.000000000000000000e+00,8.499999999999999778e-01,1.233275540999446473e+00
2.000000000000000000e+00,9.000000000000000222e-01,1.266574937439485460e+00
2.000000000000000000e+00,9.499999999999999556e-01,1.300867524070956849e+00
3.000000000000000000e+00,5.000000000000000278e-02,9.420121568596375727e-01
3.000000000000000000e+00,5.000000000000000278e-02,9.420121568596375727e-01
3.000000000000000000e+00,1.000000000000000056e-01,9.203788420089077382e-01
3.000000000000000000e+00,1.499999999999999944e-01,9.153490055735861164e-01
3.000000000000000000e+00,2.000000000000000111e-01,9.229404113195650572e-01
3.000000000000000000e+00,2.500000000000000000e-01,9.359216430786166940e-01
3.000000000000000000e+00,2.999999999999999889e-01,9.533200196246933711e-01
3.000000000000000000e+00,3.499999999999999778e-01,9.728931845503288045e-01
3.000000000000000000e+00,4.000000000000000222e-01,9.938450404426150131e-01
3.000000000000000000e+00,4.500000000000000111e-01,1.014163988408570694e+00
3.000000000000000000e+00,5.000000000000000000e-01,1.035969613562527813e+00
